started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-08-07 07:43:53.329000+00:00,2021-08-07 07:51:11.695000+00:00,438,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-08-07 07:44:15.969000+00:00,2021-08-07 08:21:46.515000+00:00,2250,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 07:44:18.797000+00:00,2021-08-07 08:10:56.390000+00:00,1597,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-08-07 07:54:59.789000+00:00,2021-08-07 09:14:21.075000+00:00,4761,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289
2021-08-07 07:55:04.304000+00:00,2021-08-07 10:22:25.182000+00:00,8840,1730,East London Street,Outside St Mary's Primary School,55.95995414501485,-3.1871977585476543,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-07 07:55:06.090000+00:00,2021-08-07 08:20:31.666000+00:00,1525,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-07 07:55:31.109000+00:00,2021-08-07 08:09:02.777000+00:00,811,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-08-07 07:55:35.913000+00:00,2021-08-07 08:20:56.896000+00:00,1520,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-07 07:58:10.494000+00:00,2021-08-07 08:43:41.310000+00:00,2730,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-07 08:06:46.267000+00:00,2021-08-07 08:15:04.671000+00:00,498,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-07 08:08:49.218000+00:00,2021-08-07 08:19:10.065000+00:00,620,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-07 08:08:50.459000+00:00,2021-08-07 08:17:42.033000+00:00,531,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584
2021-08-07 08:15:07.276000+00:00,2021-08-07 08:30:02.403000+00:00,895,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-08-07 08:16:27.593000+00:00,2021-08-07 08:26:06.732000+00:00,579,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-07 08:16:28.752000+00:00,2021-08-07 08:18:41.310000+00:00,132,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-07 08:19:14.799000+00:00,2021-08-07 08:26:34.814000+00:00,440,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-07 08:25:15.742000+00:00,2021-08-07 08:36:53.063000+00:00,697,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-07 08:28:27.502000+00:00,2021-08-07 09:27:06.651000+00:00,3519,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906
2021-08-07 08:29:28.206000+00:00,2021-08-07 08:40:33.435000+00:00,665,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-07 08:30:23.926000+00:00,2021-08-07 09:14:58.634000+00:00,2674,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-08-07 08:32:03.105000+00:00,2021-08-07 08:42:26.409000+00:00,623,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-08-07 08:41:40.720000+00:00,2021-08-07 08:47:56.745000+00:00,376,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-07 08:42:29.608000+00:00,2021-08-07 09:19:18.463000+00:00,2208,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434
2021-08-07 08:44:11.637000+00:00,2021-08-07 08:59:40.484000+00:00,928,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 08:50:48.981000+00:00,2021-08-07 09:11:07.383000+00:00,1218,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.95953624971772,-3.223434402338853
2021-08-07 08:52:51.090000+00:00,2021-08-07 09:04:11.749000+00:00,680,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808
2021-08-07 08:53:09.919000+00:00,2021-08-07 09:03:48.858000+00:00,638,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-08-07 08:54:36.319000+00:00,2021-08-07 09:04:09.794000+00:00,573,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-07 08:55:27.460000+00:00,2021-08-07 09:04:14.099000+00:00,526,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-07 09:02:20.974000+00:00,2021-08-07 09:16:18.010000+00:00,837,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785
2021-08-07 09:06:17.133000+00:00,2021-08-07 09:36:46.882000+00:00,1829,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 09:06:31.493000+00:00,2021-08-07 09:21:39.826000+00:00,908,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-07 09:08:19.812000+00:00,2021-08-07 09:44:15.070000+00:00,2155,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-07 09:14:42.079000+00:00,2021-08-07 10:22:46.230000+00:00,4084,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-07 09:19:46.152000+00:00,2021-08-07 09:40:37.931000+00:00,1251,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 09:22:58.561000+00:00,2021-08-07 10:16:10.934000+00:00,3192,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-07 09:26:39.453000+00:00,2021-08-07 09:41:42.824000+00:00,903,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-07 09:30:52.696000+00:00,2021-08-07 11:43:57.191000+00:00,7984,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976
2021-08-07 09:31:12.586000+00:00,2021-08-07 09:42:09.773000+00:00,657,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-07 09:33:11.425000+00:00,2021-08-07 09:51:41.813000+00:00,1110,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-07 09:35:12.582000+00:00,2021-08-07 09:44:56.507000+00:00,583,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-07 09:39:43.057000+00:00,2021-08-07 10:02:08.773000+00:00,1345,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-07 09:39:50.042000+00:00,2021-08-07 10:02:59.245000+00:00,1389,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-07 09:41:56.936000+00:00,2021-08-07 10:19:45.340000+00:00,2268,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-07 09:42:02.940000+00:00,2021-08-07 11:18:42.305000+00:00,5799,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 09:42:19.901000+00:00,2021-08-07 11:16:23.489000+00:00,5643,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 09:47:50.017000+00:00,2021-08-07 09:54:48.800000+00:00,418,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467
2021-08-07 09:54:24.006000+00:00,2021-08-07 11:53:23.919000+00:00,7139,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-07 09:54:42.874000+00:00,2021-08-07 10:09:02.717000+00:00,859,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 09:56:49.555000+00:00,2021-08-07 10:01:50.070000+00:00,300,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184,1098,Marchmont Crescent,Corner of Marchmont Road,55.9364319181482,-3.194150044314256
2021-08-07 09:57:39.798000+00:00,2021-08-07 10:12:41.711000+00:00,901,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-07 10:03:13.440000+00:00,2021-08-07 10:35:37.985000+00:00,1944,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536
2021-08-07 10:08:39.372000+00:00,2021-08-07 10:14:48.277000+00:00,368,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1017,Crichton Street,East end of street,55.94478427951007,-3.186906245433761
2021-08-07 10:14:03.079000+00:00,2021-08-07 10:56:45.399000+00:00,2562,1819,Heriot Watt - Edinburgh Business School,Outside Edinburgh Business School,55.9088228790413,-3.320113285176247,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547
2021-08-07 10:16:24.894000+00:00,2021-08-07 10:42:24.981000+00:00,1560,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-08-07 10:16:39.332000+00:00,2021-08-07 10:40:25.613000+00:00,1426,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-07 10:17:17.945000+00:00,2021-08-07 10:33:03.283000+00:00,945,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-07 10:19:32.333000+00:00,2021-08-07 10:31:25.968000+00:00,713,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-07 10:21:46.640000+00:00,2021-08-07 10:47:01.165000+00:00,1514,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 10:22:08.918000+00:00,2021-08-07 11:21:48.058000+00:00,3579,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 10:23:06.990000+00:00,2021-08-07 11:03:35.565000+00:00,2428,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 10:23:14.789000+00:00,2021-08-07 11:01:38.365000+00:00,2303,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 10:23:21.647000+00:00,2021-08-07 10:35:30.216000+00:00,728,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-07 10:24:24.473000+00:00,2021-08-07 11:55:14.619000+00:00,5450,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-07 10:25:11.968000+00:00,2021-08-07 10:36:31.053000+00:00,679,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-07 10:25:51.390000+00:00,2021-08-07 11:55:55.868000+00:00,5404,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-07 10:28:38.703000+00:00,2021-08-07 10:45:56.327000+00:00,1037,1098,Marchmont Crescent,Corner of Marchmont Road,55.9364319181482,-3.194150044314256,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976
2021-08-07 10:35:57.229000+00:00,2021-08-07 11:48:46.542000+00:00,4369,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-08-07 10:35:59.252000+00:00,2021-08-07 11:49:18.826000+00:00,4399,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-08-07 10:37:09.968000+00:00,2021-08-07 11:00:44.945000+00:00,1414,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1739,Edinburgh Royal Infirmary,Front of new Sick Kids Hospital,55.92135417116336,-3.1369712992544976
2021-08-07 10:38:57.116000+00:00,2021-08-07 10:59:33.261000+00:00,1236,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-07 10:39:31.837000+00:00,2021-08-07 11:20:46.019000+00:00,2474,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-07 10:39:39.961000+00:00,2021-08-07 11:20:50.873000+00:00,2470,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
