start_station_id,end_station_id,hour,trip_count
171,171,12.0,1
171,171,13.0,4
171,171,14.0,3
171,171,15.0,1
171,183,11.0,1
171,189,8.0,1
171,189,13.0,2
171,189,20.0,1
171,225,13.0,1
171,246,11.0,1
171,246,19.0,1
171,246,23.0,2
171,247,11.0,1
171,248,22.0,1
171,249,0.0,1
171,249,3.0,1
171,249,10.0,1
171,249,16.0,2
171,249,19.0,1
171,249,21.0,1
171,249,23.0,1
171,250,12.0,1
171,253,12.0,1
171,253,13.0,1
171,254,15.0,1
171,258,20.0,2
171,259,13.0,1
171,259,18.0,1
171,259,20.0,1
171,259,21.0,1
171,260,21.0,2
171,261,4.0,1
171,261,17.0,1
171,261,18.0,2
171,261,19.0,3
171,261,20.0,1
171,262,15.0,1
171,264,10.0,1
171,264,13.0,1
171,264,14.0,2
171,264,15.0,1
171,264,16.0,3
171,264,17.0,2
171,264,18.0,1
171,264,19.0,1
171,264,20.0,1
171,264,23.0,1
171,265,0.0,2
171,265,12.0,1
171,265,14.0,1
171,265,18.0,1
171,265,19.0,1
171,265,21.0,1
171,273,17.0,2
171,284,18.0,1
171,289,19.0,2
171,289,20.0,1
171,289,21.0,1
171,290,0.0,2
171,290,12.0,3
171,290,13.0,4
171,290,14.0,2
171,290,16.0,1
171,290,17.0,1
171,290,18.0,1
171,290,20.0,1
171,290,21.0,2
171,290,22.0,3
171,290,23.0,4
171,296,12.0,1
171,340,15.0,1
171,341,0.0,1
171,352,2.0,1
171,352,8.0,3
171,352,10.0,1
171,353,18.0,1
171,358,23.0,1
183,171,15.0,1
183,183,11.0,2
183,183,12.0,2
183,183,13.0,4
183,183,17.0,1
183,183,19.0,2
183,189,11.0,2
183,225,0.0,1
183,225,14.0,1
183,246,15.0,1
183,247,15.0,1
183,248,13.0,2
183,248,16.0,2
183,248,20.0,1
183,249,14.0,3
183,249,15.0,1
183,250,3.0,1
183,250,8.0,2
183,250,12.0,2
183,250,16.0,2
183,252,8.0,1
183,253,17.0,1
183,254,8.0,2
183,254,11.0,2
183,256,3.0,1
183,256,10.0,2
183,256,11.0,2
183,257,4.0,1
183,257,10.0,1
183,258,14.0,1
183,259,11.0,1
183,260,18.0,2
183,260,21.0,1
183,260,22.0,1
183,261,3.0,2
183,261,12.0,2
183,262,8.0,1
183,262,17.0,1
183,262,22.0,1
183,265,17.0,1
183,265,23.0,1
183,273,16.0,1
183,273,17.0,1
183,275,16.0,1
183,277,22.0,1
183,284,0.0,1
183,284,12.0,1
183,284,17.0,1
183,284,20.0,1
183,284,21.0,1
183,284,22.0,1
183,285,8.0,2
183,285,12.0,1
183,285,18.0,1
183,285,19.0,2
183,289,8.0,1
183,289,14.0,12
183,289,20.0,1
183,290,13.0,1
183,290,15.0,1
183,290,22.0,2
183,296,11.0,3
183,296,17.0,1
183,340,19.0,1
183,342,18.0,1
183,347,16.0,1
183,351,0.0,1
183,354,2.0,1
183,354,3.0,1
183,354,21.0,2
183,356,17.0,1
183,358,17.0,1
183,358,23.0,2
189,183,10.0,3
189,183,15.0,2
189,189,10.0,1
189,189,13.0,1
189,189,15.0,1
189,189,16.0,2
189,189,17.0,1
189,189,18.0,1
189,189,19.0,1
189,189,23.0,1
189,225,10.0,1
189,225,11.0,1
189,225,13.0,1
189,246,20.0,1
189,247,17.0,2
189,249,1.0,1
189,249,4.0,1
189,249,14.0,1
189,249,16.0,1
189,249,18.0,1
189,249,19.0,1
189,249,20.0,1
189,250,11.0,1
189,250,21.0,1
189,250,23.0,2
189,252,7.0,1
189,252,8.0,1
189,257,13.0,1
189,258,18.0,1
189,259,16.0,1
189,259,20.0,1
189,260,17.0,1
189,261,16.0,1
189,261,22.0,1
189,262,0.0,1
189,262,1.0,1
189,262,2.0,2
189,262,17.0,2
189,262,21.0,1
189,262,22.0,1
189,262,23.0,2
189,264,14.0,1
189,265,0.0,1
189,265,1.0,1
189,265,15.0,1
189,265,18.0,1
189,265,21.0,3
189,265,22.0,3
189,265,23.0,4
189,266,22.0,1
189,273,0.0,2
189,273,1.0,4
189,273,16.0,3
189,273,17.0,2
189,273,19.0,1
189,273,21.0,1
189,275,15.0,2
189,277,17.0,1
189,284,16.0,3
189,284,17.0,1
189,284,20.0,1
189,285,3.0,1
189,285,13.0,2
189,289,1.0,1
189,289,9.0,1
189,289,10.0,1
189,289,12.0,2
189,289,16.0,1
189,290,1.0,1
189,290,11.0,2
189,290,14.0,1
189,290,15.0,1
189,290,16.0,5
189,290,17.0,4
189,290,18.0,2
189,290,19.0,1
189,290,21.0,2
189,290,23.0,1
189,296,13.0,1
189,296,17.0,1
189,341,7.0,7
189,344,17.0,1
189,346,18.0,1
189,350,12.0,1
189,351,18.0,1
189,352,1.0,2
189,355,16.0,1
189,357,0.0,1
189,358,1.0,1
189,358,17.0,2
189,358,20.0,1
225,189,11.0,1
225,189,13.0,1
225,225,9.0,1
225,225,10.0,1
225,249,16.0,1
225,249,17.0,1
225,250,11.0,1
225,250,16.0,1
225,254,14.0,1
225,257,0.0,1
225,257,16.0,1
225,258,16.0,1
225,260,15.0,1
225,261,6.0,2
225,261,7.0,2
225,261,18.0,4
225,273,17.0,1
225,273,18.0,2
225,273,23.0,1
225,275,16.0,1
225,275,17.0,4
225,284,11.0,1
225,284,17.0,6
225,284,18.0,1
225,284,21.0,1
225,284,22.0,1
225,289,15.0,2
225,289,16.0,3
225,290,20.0,1
225,296,14.0,1
225,341,17.0,1
225,345,18.0,1
225,347,10.0,1
225,351,14.0,1
225,356,15.0,1
246,171,9.0,1
246,171,11.0,1
246,171,12.0,1
246,171,14.0,2
246,171,15.0,1
246,183,8.0,3
246,183,9.0,3
246,183,11.0,1
246,183,12.0,1
246,183,18.0,1
246,189,11.0,1
246,189,12.0,1
246,189,16.0,2
246,189,22.0,1
246,225,12.0,1
246,225,18.0,2
246,246,9.0,3
246,246,10.0,1
246,246,11.0,4
246,246,12.0,1
246,246,13.0,1
246,246,14.0,3
246,247,8.0,1
246,247,19.0,1
246,248,8.0,1
246,248,11.0,1
246,248,13.0,3
246,248,15.0,1
246,248,21.0,1
246,248,22.0,1
246,249,16.0,1
246,249,17.0,1
246,252,12.0,1
246,253,12.0,1
246,253,17.0,1
246,254,13.0,1
246,255,11.0,1
246,256,18.0,3
246,257,14.0,4
246,258,10.0,1
246,259,11.0,1
246,259,13.0,1
246,259,14.0,1
246,259,18.0,1
246,260,11.0,2
246,261,11.0,3
246,261,12.0,2
246,265,8.0,1
246,265,9.0,1
246,265,11.0,2
246,266,10.0,1
246,266,11.0,2
246,273,12.0,1
246,275,8.0,1
246,275,13.0,1
246,284,15.0,2
246,290,19.0,1
246,341,11.0,1
246,341,15.0,2
246,341,19.0,1
246,345,15.0,1
246,346,1.0,1
246,346,9.0,1
246,346,11.0,1
246,346,15.0,1
246,346,21.0,1
246,347,13.0,1
246,351,13.0,1
246,356,11.0,2
246,356,13.0,1
246,356,17.0,1
246,357,12.0,1
246,357,15.0,1
246,357,18.0,1
246,358,15.0,1
247,183,17.0,1
247,225,7.0,1
247,225,8.0,1
247,246,18.0,2
247,246,19.0,2
247,247,10.0,1
247,247,11.0,1
247,247,12.0,4
247,247,13.0,1
247,247,14.0,3
247,247,15.0,1
247,247,16.0,1
247,247,17.0,2
247,247,18.0,1
247,250,9.0,1
247,250,14.0,1
247,250,18.0,2
247,250,22.0,2
247,256,0.0,1
247,256,15.0,1
247,258,0.0,1
247,258,9.0,2
247,258,11.0,3
247,258,12.0,1
247,258,13.0,1
247,258,14.0,3
247,258,15.0,1
247,258,17.0,1
247,258,19.0,1
247,258,20.0,1
247,258,22.0,1
247,259,10.0,2
247,259,11.0,2
247,259,12.0,1
247,259,13.0,4
247,259,14.0,1
247,259,19.0,2
247,261,11.0,1
247,261,15.0,1
247,261,16.0,1
247,262,0.0,2
247,262,14.0,3
247,262,17.0,1
247,262,19.0,1
