start_station_id,end_station_id,hour,trip_count
171,171,9.0,3
171,171,10.0,6
171,171,11.0,2
171,171,12.0,3
171,171,13.0,4
171,171,14.0,5
171,171,15.0,3
171,171,16.0,5
171,171,18.0,2
171,183,10.0,1
171,183,12.0,1
171,183,15.0,2
171,183,16.0,1
171,189,15.0,4
171,189,16.0,1
171,225,9.0,1
171,246,9.0,1
171,246,13.0,1
171,246,15.0,1
171,246,18.0,1
171,247,18.0,2
171,248,14.0,2
171,248,15.0,1
171,248,16.0,2
171,249,15.0,2
171,249,18.0,3
171,252,8.0,1
171,252,11.0,1
171,252,12.0,2
171,252,13.0,2
171,252,14.0,1
171,252,15.0,1
171,252,16.0,1
171,252,17.0,1
171,253,10.0,1
171,254,8.0,1
171,254,9.0,2
171,254,16.0,1
171,255,13.0,1
171,257,12.0,2
171,257,13.0,2
171,257,18.0,1
171,258,17.0,1
171,259,13.0,2
171,259,21.0,1
171,260,9.0,2
171,260,11.0,1
171,261,13.0,1
171,261,17.0,1
171,261,20.0,1
171,261,22.0,1
171,261,23.0,1
171,262,15.0,1
171,264,10.0,2
171,264,12.0,2
171,264,13.0,2
171,264,15.0,2
171,264,16.0,2
171,265,0.0,1
171,265,14.0,2
171,265,15.0,2
171,265,20.0,2
171,289,18.0,1
171,290,6.0,1
171,290,7.0,1
171,290,12.0,1
171,290,13.0,2
171,290,14.0,1
171,290,15.0,2
171,290,16.0,3
171,290,17.0,1
171,290,18.0,1
171,290,22.0,1
171,296,8.0,1
171,296,9.0,3
171,296,12.0,1
171,296,15.0,2
171,340,18.0,3
171,341,0.0,1
171,341,10.0,1
171,341,11.0,1
171,344,18.0,2
171,344,23.0,2
171,345,13.0,1
171,345,15.0,1
171,346,11.0,4
171,346,12.0,3
171,346,16.0,2
171,346,17.0,1
171,346,21.0,1
171,347,11.0,1
171,347,18.0,2
171,347,23.0,1
171,350,9.0,1
171,352,12.0,1
171,352,13.0,1
171,352,14.0,1
171,352,15.0,2
171,352,16.0,6
171,352,17.0,1
171,352,18.0,2
171,352,19.0,2
171,355,16.0,1
171,356,21.0,2
171,359,15.0,1
171,820,15.0,1
171,820,22.0,1
