start_station_id,end_station_id,hour,trip_count
171,171,11.0,1
171,171,12.0,2
171,171,13.0,4
171,171,14.0,1
171,171,15.0,1
171,171,16.0,1
171,171,17.0,2
171,171,18.0,3
171,171,21.0,1
171,183,11.0,1
171,183,15.0,5
171,183,16.0,1
171,183,18.0,1
171,189,11.0,1
171,225,4.0,1
171,225,21.0,1
171,246,12.0,1
171,246,13.0,1
171,246,14.0,1
171,246,18.0,1
171,246,19.0,1
171,246,20.0,1
171,246,22.0,1
171,246,23.0,2
171,247,10.0,1
171,248,11.0,1
171,248,17.0,1
171,248,19.0,1
171,248,20.0,1
171,249,4.0,1
171,249,12.0,1
171,249,14.0,1
171,249,16.0,1
171,249,17.0,3
171,249,18.0,1
171,249,21.0,2
171,249,22.0,2
171,249,23.0,4
171,250,15.0,1
171,250,18.0,1
171,251,22.0,1
171,252,12.0,1
171,253,11.0,1
171,253,17.0,1
171,254,11.0,1
171,254,12.0,1
171,254,13.0,1
171,254,17.0,1
171,255,9.0,1
171,256,17.0,1
171,257,13.0,2
171,257,14.0,2
171,257,15.0,2
171,258,12.0,1
171,258,13.0,3
171,258,14.0,2
171,258,19.0,1
171,258,20.0,1
171,259,11.0,1
171,259,16.0,1
171,259,17.0,2
171,259,18.0,5
171,259,19.0,6
171,259,21.0,2
171,260,15.0,1
171,260,16.0,1
171,261,0.0,1
171,261,1.0,1
171,261,2.0,1
171,261,3.0,3
171,261,4.0,1
171,261,5.0,1
171,261,16.0,1
171,261,17.0,6
171,261,18.0,2
171,261,19.0,4
171,261,20.0,4
171,261,21.0,1
171,261,22.0,1
171,261,23.0,1
171,262,0.0,1
171,262,16.0,1
171,262,18.0,2
171,264,0.0,1
171,264,12.0,3
171,264,14.0,1
171,264,15.0,4
171,264,16.0,1
171,264,17.0,8
171,264,18.0,3
171,264,19.0,1
171,264,20.0,2
171,264,23.0,2
171,265,10.0,1
171,265,11.0,3
171,265,12.0,2
171,265,15.0,1
171,265,17.0,1
171,265,18.0,2
171,265,19.0,1
171,265,21.0,3
171,265,22.0,3
171,265,23.0,2
171,273,1.0,1
171,273,2.0,1
171,273,14.0,1
171,273,16.0,1
171,273,17.0,1
171,273,20.0,1
171,273,22.0,2
171,275,14.0,1
171,277,19.0,1
171,277,20.0,1
171,277,21.0,1
171,284,10.0,1
171,284,17.0,1
171,284,20.0,2
171,284,22.0,3
171,289,15.0,2
171,289,19.0,1
171,289,20.0,2
171,289,21.0,1
171,289,22.0,2
171,289,23.0,2
171,290,13.0,2
171,290,14.0,5
171,290,15.0,3
171,290,16.0,2
171,290,17.0,3
171,290,18.0,3
171,290,19.0,1
171,290,21.0,1
183,171,9.0,2
183,183,0.0,1
183,183,8.0,1
183,183,10.0,1
183,183,12.0,2
183,183,13.0,4
183,183,14.0,1
183,183,15.0,1
183,183,18.0,1
183,183,22.0,1
183,189,8.0,1
183,189,13.0,1
183,225,8.0,1
183,225,12.0,1
183,242,9.0,1
183,246,23.0,1
183,247,11.0,3
183,247,12.0,4
183,247,13.0,2
183,247,15.0,1
183,247,19.0,1
183,248,9.0,1
183,248,13.0,1
183,248,20.0,1
183,249,16.0,1
183,250,7.0,1
183,250,16.0,4
183,250,23.0,1
183,253,8.0,4
183,253,19.0,1
183,254,8.0,1
183,254,13.0,1
183,254,17.0,1
183,256,9.0,2
183,256,18.0,1
183,256,20.0,1
183,256,21.0,1
183,257,8.0,1
183,257,13.0,2
183,257,23.0,1
183,258,1.0,1
183,258,11.0,1
183,260,16.0,1
183,260,17.0,1
183,261,0.0,1
183,261,2.0,1
183,262,1.0,1
183,262,11.0,1
183,262,14.0,1
183,262,17.0,1
183,262,20.0,1
183,262,22.0,1
183,264,3.0,2
183,264,10.0,1
183,264,15.0,2
183,264,17.0,1
183,265,12.0,1
183,265,13.0,1
183,265,17.0,1
183,273,0.0,1
183,273,1.0,1
183,273,2.0,2
183,273,13.0,1
183,273,17.0,2
183,273,22.0,2
183,277,14.0,1
183,284,1.0,2
183,284,17.0,1
183,285,23.0,1
183,289,15.0,1
183,289,17.0,1
183,289,22.0,2
183,290,14.0,1
189,171,8.0,3
189,189,10.0,1
189,189,11.0,5
189,189,12.0,1
189,189,13.0,1
189,189,14.0,1
189,189,17.0,1
189,189,20.0,1
189,189,23.0,1
189,225,11.0,1
189,246,14.0,1
189,246,19.0,1
189,246,23.0,2
189,247,16.0,1
189,248,8.0,2
189,248,17.0,1
189,249,20.0,1
189,250,12.0,3
189,250,16.0,1
189,252,11.0,2
189,253,23.0,2
189,255,8.0,1
189,256,21.0,1
189,258,12.0,1
189,259,13.0,1
189,260,9.0,2
189,260,12.0,1
189,260,14.0,1
189,260,16.0,1
189,261,0.0,1
189,262,2.0,1
189,262,10.0,2
189,262,12.0,1
189,262,15.0,1
189,262,16.0,4
189,262,17.0,1
189,262,18.0,1
189,262,23.0,4
189,264,21.0,2
189,265,15.0,1
189,265,17.0,2
189,265,18.0,3
189,265,19.0,1
189,265,21.0,1
189,265,22.0,2
189,265,23.0,7
189,273,0.0,6
189,273,1.0,2
189,273,15.0,2
189,273,16.0,2
189,273,17.0,1
189,273,22.0,2
189,275,13.0,1
189,275,14.0,1
189,275,18.0,1
189,277,18.0,1
189,277,20.0,1
189,277,21.0,1
189,284,16.0,8
189,284,17.0,6
189,289,9.0,5
189,289,10.0,3
189,289,11.0,4
189,289,17.0,1
189,290,15.0,1
189,290,16.0,1
189,290,18.0,2
189,290,19.0,4
189,296,9.0,1
225,171,12.0,1
225,183,16.0,2
225,189,12.0,1
225,189,20.0,1
225,225,12.0,1
225,225,13.0,1
225,225,15.0,1
225,225,16.0,1
225,248,15.0,1
225,249,16.0,1
225,250,11.0,3
225,252,10.0,1
225,257,13.0,1
225,257,14.0,2
225,257,18.0,1
225,258,23.0,2
225,260,11.0,1
225,260,12.0,1
225,260,17.0,1
225,261,7.0,1
225,261,15.0,1
225,261,18.0,3
225,261,22.0,1
225,262,13.0,1
225,262,16.0,1
225,275,16.0,1
225,275,17.0,6
225,275,18.0,1
225,284,13.0,1
225,284,14.0,2
225,284,16.0,6
225,284,17.0,10
225,284,18.0,3
225,284,20.0,1
225,289,16.0,4
225,290,20.0,1
246,171,11.0,2
246,183,8.0,1
246,183,15.0,2
246,183,16.0,1
246,183,17.0,1
246,183,18.0,2
246,189,10.0,1
246,189,14.0,2
246,189,17.0,2
246,225,12.0,1
246,225,14.0,2
246,246,8.0,1
246,246,10.0,1
246,246,11.0,2
246,246,12.0,2
246,246,13.0,1
246,246,14.0,1
246,246,16.0,1
246,246,20.0,2
246,246,21.0,1
246,247,7.0,1
246,247,10.0,3
246,247,13.0,1
246,248,10.0,1
246,248,12.0,1
246,248,14.0,2
246,248,15.0,1
246,248,16.0,1
246,248,19.0,2
246,249,8.0,1
246,249,11.0,1
246,249,14.0,2
246,249,17.0,1
246,250,9.0,1
246,251,14.0,1
246,252,9.0,1
246,252,11.0,1
246,253,9.0,1
246,253,10.0,4
246,253,11.0,2
246,253,18.0,1
246,254,8.0,4
246,254,9.0,2
246,254,10.0,1
246,254,11.0,2
246,254,12.0,1
246,254,13.0,2
246,256,10.0,2
246,257,11.0,3
246,257,14.0,2
246,257,15.0,1
246,257,16.0,1
246,258,18.0,1
246,261,8.0,2
246,261,11.0,4
246,261,12.0,1
246,261,14.0,1
246,262,14.0,1
246,262,16.0,1
246,262,18.0,2
246,262,20.0,1
246,265,9.0,4
246,265,11.0,5
246,265,13.0,1
246,265,14.0,2
246,266,10.0,1
246,273,8.0,1
246,275,8.0,2
246,275,12.0,1
246,275,17.0,2
246,277,15.0,1
246,284,15.0,2
246,284,16.0,2
246,284,17.0,2
246,285,10.0,1
246,289,12.0,3
246,289,13.0,1
246,290,12.0,1
246,290,13.0,1
246,290,14.0,1
247,171,9.0,1
247,171,11.0,1
247,183,13.0,1
247,183,14.0,1
247,183,18.0,1
247,189,14.0,2
247,189,18.0,4
247,225,16.0,1
247,225,17.0,1
247,246,19.0,1
