start_station_id,end_station_id,hour,trip_count
171,171,11.0,2
171,171,12.0,1
171,171,14.0,1
171,171,15.0,1
171,171,17.0,1
171,171,19.0,1
171,171,21.0,1
171,183,9.0,1
171,183,16.0,1
171,183,18.0,1
171,246,13.0,1
171,246,14.0,1
171,246,16.0,5
171,246,17.0,2
171,249,0.0,2
171,249,10.0,2
171,249,11.0,1
171,249,12.0,2
171,249,13.0,1
171,249,15.0,2
171,249,17.0,1
171,249,18.0,2
171,249,19.0,3
171,249,20.0,2
171,249,21.0,1
171,251,17.0,1
171,252,8.0,1
171,252,10.0,4
171,253,11.0,1
171,253,12.0,1
171,254,8.0,2
171,254,9.0,1
171,254,10.0,1
171,260,13.0,1
171,264,12.0,1
171,264,14.0,1
171,264,16.0,1
171,264,17.0,1
171,265,0.0,1
171,265,12.0,3
171,265,14.0,1
171,265,16.0,3
171,265,17.0,2
171,265,20.0,2
171,265,22.0,1
171,289,13.0,1
171,296,10.0,1
171,296,12.0,1
171,296,15.0,1
171,296,16.0,1
171,296,19.0,1
171,1024,0.0,1
171,1024,9.0,1
171,1024,10.0,1
171,1024,12.0,3
171,1024,13.0,1
171,1024,14.0,1
171,1024,16.0,1
171,1024,17.0,2
171,1024,20.0,2
171,1024,22.0,1
171,1024,23.0,1
171,1025,10.0,1
171,1025,20.0,1
171,1025,22.0,1
171,1028,16.0,1
171,1038,16.0,8
171,1039,14.0,1
171,1039,16.0,1
171,1039,17.0,2
171,1042,13.0,1
171,1051,9.0,2
171,1051,11.0,1
171,1051,12.0,1
171,1051,16.0,1
171,1051,17.0,1
171,1051,18.0,3
171,1051,19.0,1
171,1051,20.0,1
171,1051,22.0,1
171,1052,13.0,2
171,1052,15.0,1
171,1090,17.0,1
171,1091,13.0,1
171,1091,15.0,1
171,1091,20.0,1
171,1091,21.0,1
171,1091,22.0,1
171,1092,17.0,1
171,1092,19.0,1
171,1098,7.0,1
171,1098,13.0,1
171,1098,16.0,2
171,1098,17.0,2
171,1098,18.0,3
171,1098,20.0,1
171,1098,21.0,4
171,1102,16.0,1
171,1721,0.0,1
171,1721,13.0,1
171,1721,14.0,1
171,1721,16.0,3
171,1721,17.0,2
171,1721,18.0,1
171,1721,21.0,2
171,1721,22.0,3
171,1726,17.0,2
171,1726,18.0,1
171,1726,19.0,1
