,build,bikes,desire
221,0,0,3.3475756004185224
222,0,0,9.162908479381327
223,0,0,1.5088834394609276
224,0,0,2.2040750772889863
225,0,0,10.83500115405494
226,0,0,2.947164428564747
227,0,0,6.845999521582879
228,0,0,1.530973391520929
229,0,0,0.7412444485099107
230,0,0,0.7077667513717866
231,0,0,9.423903070663123
232,0,0,1.0982295836092224
233,0,0,0.7030820650452694
234,0,0,1.0441625153678722
235,0,0,0.5364385254679515
236,0,0,2.651687719143255
237,0,0,1.8198267403330832
238,0,0,0.9665868096214822
239,0,0,5.514064991813094
240,0,0,3.3983669599962836
241,0,0,1.7941148319860138
242,0,0,9.508768507843161
243,0,0,1.776725535565751
244,0,0,1.1691892856611765
245,0,0,1.2513134728590871
246,0,0,0.2303394371321918
247,0,0,1.4053419387114354
248,0,0,9.320474632228283
249,0,0,1.23879205090277
250,0,0,5.621966474430154
251,0,0,2.416952938045302
252,0,0,6.347226091673791
253,0,0,1.8672181148075273
254,0,0,9.260607771643006
255,0,0,17.69149351284403
256,0,0,1.0932706839544473
257,0,0,2.634950360168693
258,0,0,6.395739292179946
259,0,0,4.493527444968627
260,0,0,1.0469358700366707
261,0,0,5.04786423646671
262,1,27,26.2389038124371
263,0,0,7.958784240340588
264,0,0,1.202739477915392
265,0,0,4.937087375089717
266,0,0,2.0670330254995353
267,0,0,3.0636633941898817
268,0,0,9.126458830332101
269,0,0,13.996182901174265
270,0,0,3.2137423544925903
271,0,0,0.4417499907448194
272,0,0,3.7211691556495055
273,0,0,4.4345056296917305
274,0,0,1.5617624012484437
275,0,0,1.4847049496616824
276,1,14,13.128036493902899
277,0,0,0.6162138269872012
278,0,0,3.266681729475242
279,1,26,25.59190041327604
280,1,30,53.16512576102824
281,1,15,14.166884070086486
282,0,0,1.7612544376267893
283,0,0,3.995743693147971
284,0,0,10.67556067904965
285,0,0,0.719383536056226
286,0,0,0.45302884824625
287,1,19,18.29139537752783
288,0,0,3.622786333896256
289,0,0,5.320989036378884
290,0,0,11.016389892108538
291,0,0,2.6386859015360002
292,0,0,2.280607433818734
293,0,0,7.437439546581866
294,0,0,6.099906456112741
295,0,0,0.7123475952826182
296,0,0,4.288431191994599
297,0,0,1.4347411384637223
298,0,0,0.4100999126807714
299,0,0,8.500242678043056
300,0,0,8.197387626670452
301,0,0,3.408718459863393
302,0,0,4.61632032700003
303,0,0,2.496810326186194
304,0,0,10.993248107030713
305,0,0,2.234040132441839
306,0,0,2.3716147274338217
307,0,0,8.986886490955413
308,0,0,0.4733285312845709
309,0,0,7.16983074393171
310,0,0,0.628538578313072
311,0,0,2.179031565784396
312,0,0,2.2863356169281412
313,0,0,4.042459397596041
314,0,0,0.873635614820845
315,0,0,1.5762359871378724
316,0,0,3.6343380774919467
317,0,0,3.367777085901356
318,0,0,4.508495724162785
319,0,0,3.6158097938045666
320,0,0,0.8551781573792608
321,0,0,1.8784337868143266
322,0,0,2.8123876975403546
323,0,0,3.224358120127515
324,0,0,3.5647371611586927
325,0,0,17.11086676859034
326,0,0,2.352568186224577
327,0,0,0.6281823466281529
328,0,0,0.032562476249271076
329,1,19,18.52122250053194
330,0,0,7.933484708793197
331,0,0,1.1802047503610316
332,0,0,1.0293336481964783
333,0,0,4.943299204941966
334,0,0,11.5478622391904
335,0,0,5.840444504233796
336,0,0,1.80170915397547
337,0,0,18.407673743359148
338,0,0,4.5592335623494415
339,1,15,14.691944487109456
340,0,0,3.9878231833285733
341,0,0,4.0414519403326254
342,1,16,15.370529166242314
343,0,0,0.42721615230367416
344,0,0,1.0554568328600695
345,0,0,4.170176338517551
346,0,0,5.102147603822173
347,0,0,0.6508482754379872
348,0,0,22.454117895674276
349,0,0,1.3102514122088584
350,0,0,1.2134633454190458
351,0,0,4.112897031418144
352,0,0,3.731756870579503
353,1,26,25.934262743676783
354,0,0,2.594435246141744
355,0,0,1.832580831209706
356,1,16,15.68275798931241
357,0,0,2.321138764740666
358,0,0,0.47003177569647747
359,0,0,3.1398809040273683
360,0,0,14.003769941457218
361,0,0,49.08537379780183
362,0,0,14.361750182290521
363,0,0,0.7408140440157891
364,0,0,1.4602011695384647
365,0,0,1.8056003524640227
366,0,0,1.817098285409471
367,0,0,3.661911552296499
368,0,0,5.246776359258014
369,0,0,2.3637577829044547
370,0,0,6.8348225775467215
371,0,0,1.511508486142215
372,0,0,2.1813514036104515
373,0,0,8.9278556469175
374,0,0,4.034853882629558
375,0,0,0.9856979997790727
376,0,0,0.7038382846987854
377,0,0,0.807480048932365
378,0,0,2.088512685300529
379,0,0,4.721615283118503
380,0,0,0.44073650390680386
381,0,0,11.557741859920966
382,0,0,0.5495915827361835
383,0,0,5.54066872616076
384,0,0,10.815717891902105
385,0,0,7.451718056051698
386,0,0,6.225390879129891
387,0,0,2.31967479724211
388,0,0,4.136488015572757
389,0,0,1.6561507989522197
390,0,0,1.5088699118263822
391,0,0,2.5492002233074693
392,0,0,21.151436084673943
393,0,0,1.186590855417145
394,0,0,2.3593774246583585
395,0,0,3.2627407341062744
396,1,1,4.004266316639305
397,0,0,1.3562697578705099
398,0,0,0.7776859552301644
399,0,0,0.7809972725004233
