,year,local_authority_id,pedal_cycles,longitude,latitude,geometry
39098,2019,29,165,-3.30292995,55.92004652,POINT (-367680.48015985254 7542515.616140216)
39101,2022,29,38,-3.30292995,55.92004652,POINT (-367680.48015985254 7542515.616140216)
39102,2023,29,37,-3.30292995,55.92004652,POINT (-367680.48015985254 7542515.616140216)
39103,2024,29,47,-3.30292995,55.92004652,POINT (-367680.48015985254 7542515.616140216)
39122,2018,34,12,-3.0511214,55.93970572,POINT (-339649.28059646 7546422.121511497)
39123,2019,34,12,-3.0511214,55.93970572,POINT (-339649.28059646 7546422.121511497)
39126,2022,34,78,-3.0511214,55.93970572,POINT (-339649.28059646 7546422.121511497)
39127,2023,34,77,-3.0511214,55.93970572,POINT (-339649.28059646 7546422.121511497)
39128,2024,34,78,-3.0511214,55.93970572,POINT (-339649.28059646 7546422.121511497)
39222,2018,29,0,-3.3118443,55.96128461,POINT (-368672.82106260554 7550712.374241753)
39223,2019,29,0,-3.3118443,55.96128461,POINT (-368672.82106260554 7550712.374241753)
43936,2018,34,0,-3.06177222,55.9252379,POINT (-340834.9244553908 7543547.009490835)
43937,2019,34,0,-3.06177222,55.9252379,POINT (-340834.9244553908 7543547.009490835)
43940,2022,34,0,-3.06177222,55.9252379,POINT (-340834.9244553908 7543547.009490835)
43941,2023,34,0,-3.06177222,55.9252379,POINT (-340834.9244553908 7543547.009490835)
43942,2024,34,0,-3.06177222,55.9252379,POINT (-340834.9244553908 7543547.009490835)
43961,2018,29,0,-3.08996005,55.93173055,POINT (-343972.7793375582 7544837.126100585)
43962,2019,29,0,-3.08996005,55.93173055,POINT (-343972.7793375582 7544837.126100585)
43965,2022,29,0,-3.08996005,55.93173055,POINT (-343972.7793375582 7544837.126100585)
43966,2023,29,0,-3.08996005,55.93173055,POINT (-343972.7793375582 7544837.126100585)
43967,2024,29,0,-3.08996005,55.93173055,POINT (-343972.7793375582 7544837.126100585)
43986,2018,29,63,-3.11755128,55.94496101,POINT (-347044.2210115182 7547466.742901304)
43987,2019,29,69,-3.11755128,55.94496101,POINT (-347044.2210115182 7547466.742901304)
43990,2022,29,58,-3.11755128,55.94496101,POINT (-347044.2210115182 7547466.742901304)
43991,2023,29,57,-3.11755128,55.94496101,POINT (-347044.2210115182 7547466.742901304)
43992,2024,29,58,-3.11755128,55.94496101,POINT (-347044.2210115182 7547466.742901304)
44136,2018,34,136,-3.05828379,55.94404709,POINT (-340446.5942041228 7547285.0680765845)
44137,2019,34,149,-3.05828379,55.94404709,POINT (-340446.5942041228 7547285.0680765845)
44140,2022,34,125,-3.05828379,55.94404709,POINT (-340446.5942041228 7547285.0680765845)
44141,2023,34,123,-3.05828379,55.94404709,POINT (-340446.5942041228 7547285.0680765845)
44142,2024,34,76,-3.05852023,55.94391028,POINT (-340472.914584526 7547257.872484412)
44161,2018,34,418,-3.0743433,55.94579489,POINT (-342234.33067971223 7547632.5106068915)
44162,2019,34,459,-3.0743433,55.94579489,POINT (-342234.33067971223 7547632.5106068915)
44165,2022,34,383,-3.0743433,55.94579489,POINT (-342234.33067971223 7547632.5106068915)
44166,2023,34,377,-3.0743433,55.94579489,POINT (-342234.33067971223 7547632.5106068915)
44167,2024,34,381,-3.0743433,55.94579489,POINT (-342234.33067971223 7547632.5106068915)
44186,2018,29,80,-3.09035381,55.94574401,POINT (-344016.6125002529 7547622.3960267035)
44187,2019,29,87,-3.09035381,55.94574401,POINT (-344016.6125002529 7547622.3960267035)
44190,2022,29,73,-3.09035381,55.94574401,POINT (-344016.6125002529 7547622.3960267035)
44191,2023,29,72,-3.09035381,55.94574401,POINT (-344016.6125002529 7547622.3960267035)
44192,2024,29,73,-3.09035381,55.94574401,POINT (-344016.6125002529 7547622.3960267035)
44211,2018,29,123,-3.11048497,55.9442163,POINT (-346257.6029805308 7547318.704392152)
44212,2019,29,135,-3.11048497,55.9442163,POINT (-346257.6029805308 7547318.704392152)
44215,2022,29,113,-3.11048497,55.9442163,POINT (-346257.6029805308 7547318.704392152)
44216,2023,29,111,-3.11048497,55.9442163,POINT (-346257.6029805308 7547318.704392152)
44217,2024,29,113,-3.11048497,55.9442163,POINT (-346257.6029805308 7547318.704392152)
44236,2018,29,69,-3.10681274,55.93337714,POINT (-345848.81220685504 7545164.344759584)
44237,2019,29,76,-3.10681274,55.93337714,POINT (-345848.81220685504 7545164.344759584)
44240,2022,29,63,-3.10681274,55.93337714,POINT (-345848.81220685504 7545164.344759584)
44241,2023,29,62,-3.10681274,55.93337714,POINT (-345848.81220685504 7545164.344759584)
44242,2024,29,63,-3.10681274,55.93337714,POINT (-345848.81220685504 7545164.344759584)
44286,2018,29,0,-3.10133963,55.93791889,POINT (-345239.5483885995 7546066.9762842795)
44287,2019,29,0,-3.10133963,55.93791889,POINT (-345239.5483885995 7546066.9762842795)
44290,2022,29,0,-3.10133963,55.93791889,POINT (-345239.5483885995 7546066.9762842795)
44291,2023,29,0,-3.10097256,55.93795812,POINT (-345198.686343114 7546074.773351142)
44292,2024,29,0,-3.10097256,55.93795812,POINT (-345198.686343114 7546074.773351142)
44311,2018,29,43,-3.12236897,55.95320158,POINT (-347580.5238091181 7549105.049414141)
44312,2019,29,48,-3.12236897,55.95320158,POINT (-347580.5238091181 7549105.049414141)
44315,2022,29,95,-3.12236897,55.95320158,POINT (-347580.5238091181 7549105.049414141)
44316,2023,29,94,-3.12236897,55.95320158,POINT (-347580.5238091181 7549105.049414141)
44317,2024,29,95,-3.12236897,55.95320158,POINT (-347580.5238091181 7549105.049414141)
44386,2018,29,220,-3.31913272,55.94009114,POINT (-369484.16426569305 7546498.728637874)
44387,2019,29,241,-3.31913272,55.94009114,POINT (-369484.16426569305 7546498.728637874)
44390,2022,29,202,-3.31913272,55.94009114,POINT (-369484.16426569305 7546498.728637874)
44391,2023,29,198,-3.31913272,55.94009114,POINT (-369484.16426569305 7546498.728637874)
44392,2024,29,201,-3.31913272,55.94009114,POINT (-369484.16426569305 7546498.728637874)
44411,2018,36,23,-3.07937517,55.87341855,POINT (-342794.47588585026 7533258.026967696)
44412,2019,36,26,-3.07937517,55.87341855,POINT (-342794.47588585026 7533258.026967696)
44431,2018,36,6,-3.08708598,55.88053903,POINT (-343652.83932865394 7534671.018507677)
44432,2019,36,35,-3.08385447,55.87758437,POINT (-343293.1092809605 7534084.662874279)
44451,2018,36,290,-3.09235122,55.88588368,POINT (-344238.9631643583 7535731.783758098)
44452,2019,36,351,-3.09235122,55.88588368,POINT (-344238.9631643583 7535731.783758098)
44455,2022,36,328,-3.09235122,55.88588368,POINT (-344238.9631643583 7535731.783758098)
44456,2023,36,311,-3.09235122,55.88588368,POINT (-344238.9631643583 7535731.783758098)
44457,2024,36,298,-3.09235122,55.88588368,POINT (-344238.9631643583 7535731.783758098)
44476,2018,36,108,-3.09574265,55.89504565,POINT (-344616.49542501936 7537550.521355378)
44477,2019,36,131,-3.09574265,55.89504565,POINT (-344616.49542501936 7537550.521355378)
44480,2022,36,123,-3.09574265,55.89504565,POINT (-344616.49542501936 7537550.521355378)
44481,2023,36,116,-3.09574265,55.89504565,POINT (-344616.49542501936 7537550.521355378)
44482,2024,36,111,-3.09574265,55.89504565,POINT (-344616.49542501936 7537550.521355378)
44501,2018,36,19,-3.09500613,55.89614844,POINT (-344534.50639366027 7537769.4645447815)
44502,2019,36,23,-3.09500613,55.89614844,POINT (-344534.50639366027 7537769.4645447815)
44505,2022,36,21,-3.09500613,55.89614844,POINT (-344534.50639366027 7537769.4645447815)
44506,2023,36,20,-3.09500613,55.89614844,POINT (-344534.50639366027 7537769.4645447815)
44507,2024,36,19,-3.09500613,55.89614844,POINT (-344534.50639366027 7537769.4645447815)
44526,2018,36,13,-3.09174852,55.88149514,POINT (-344171.87090725714 7534860.769180478)
44527,2019,36,15,-3.09174852,55.88149514,POINT (-344171.87090725714 7534860.769180478)
44530,2022,36,12,-3.09174852,55.88149514,POINT (-344171.87090725714 7534860.769180478)
44531,2023,36,12,-3.09174852,55.88149514,POINT (-344171.87090725714 7534860.769180478)
44532,2024,36,12,-3.09174852,55.88149514,POINT (-344171.87090725714 7534860.769180478)
44551,2018,36,6,-3.08624001,55.88458996,POINT (-343558.66637902753 7535475.00270964)
44552,2019,36,6,-3.08624001,55.88458996,POINT (-343558.66637902753 7535475.00270964)
44555,2022,36,66,-3.08624001,55.88458996,POINT (-343558.66637902753 7535475.00270964)
44556,2023,36,65,-3.08624001,55.88458996,POINT (-343558.66637902753 7535475.00270964)
44557,2024,36,66,-3.08624001,55.88458996,POINT (-343558.66637902753 7535475.00270964)
44576,2018,36,3,-3.10467099,55.88622298,POINT (-345610.3936874485 7535799.130357529)
44577,2019,36,3,-3.10467099,55.88622298,POINT (-345610.3936874485 7535799.130357529)
44580,2022,36,3,-3.10467099,55.88622298,POINT (-345610.3936874485 7535799.130357529)
44581,2023,36,3,-3.10467099,55.88622298,POINT (-345610.3936874485 7535799.130357529)
44582,2024,36,3,-3.10467099,55.88622298,POINT (-345610.3936874485 7535799.130357529)
44601,2018,36,20,-3.08876299,55.88906039,POINT (-343839.5232279092 7536362.342073743)
44602,2019,36,22,-3.08876299,55.88906039,POINT (-343839.5232279092 7536362.342073743)
44605,2022,36,18,-3.08876299,55.88906039,POINT (-343839.5232279092 7536362.342073743)
44606,2023,36,18,-3.08876299,55.88906039,POINT (-343839.5232279092 7536362.342073743)
44607,2024,36,18,-3.08876299,55.88906039,POINT (-343839.5232279092 7536362.342073743)
44646,2018,29,161,-3.09005349,55.93505427,POINT (-343983.18103077787 7545497.646777547)
44647,2019,29,177,-3.09005349,55.93505427,POINT (-343983.18103077787 7545497.646777547)
44650,2022,29,148,-3.09005349,55.93505427,POINT (-343983.18103077787 7545497.646777547)
44651,2023,29,145,-3.09005349,55.93505427,POINT (-343983.18103077787 7545497.646777547)
44652,2024,29,147,-3.09005349,55.93505427,POINT (-343983.18103077787 7545497.646777547)
44671,2018,34,127,-3.0581786,55.94018439,POINT (-340434.88450688624 7546517.2633757545)
44672,2019,34,140,-3.0581786,55.94018439,POINT (-340434.88450688624 7546517.2633757545)
44675,2022,34,117,-3.0581786,55.94018439,POINT (-340434.88450688624 7546517.2633757545)
44676,2023,34,115,-3.0581786,55.94018439,POINT (-340434.88450688624 7546517.2633757545)
44677,2024,34,116,-3.0581786,55.94018439,POINT (-340434.88450688624 7546517.2633757545)
45021,2018,36,71,-3.07131426,55.89406569,POINT (-341897.1394893198 7537355.969528387)
45022,2019,36,78,-3.07131426,55.89406569,POINT (-341897.1394893198 7537355.969528387)
45025,2022,36,65,-3.07131426,55.89406569,POINT (-341897.1394893198 7537355.969528387)
45026,2023,36,64,-3.07131426,55.89406569,POINT (-341897.1394893198 7537355.969528387)
45027,2024,36,65,-3.07131426,55.89406569,POINT (-341897.1394893198 7537355.969528387)
45046,2018,36,48,-3.05700168,55.8969749,POINT (-340303.8703717818 7537933.550442586)
45047,2019,36,52,-3.05700168,55.8969749,POINT (-340303.8703717818 7537933.550442586)
45050,2022,36,44,-3.05700168,55.8969749,POINT (-340303.8703717818 7537933.550442586)
45051,2023,36,43,-3.05700168,55.8969749,POINT (-340303.8703717818 7537933.550442586)
45052,2024,36,43,-3.05700168,55.8969749,POINT (-340303.8703717818 7537933.550442586)
45071,2018,36,33,-3.15236649,55.87724972,POINT (-350919.8324605791 7534018.2540149335)
45072,2019,36,37,-3.15236649,55.87724972,POINT (-350919.8324605791 7534018.2540149335)
45075,2022,36,31,-3.15236649,55.87724972,POINT (-350919.8324605791 7534018.2540149335)
45076,2023,36,30,-3.15236649,55.87724972,POINT (-350919.8324605791 7534018.2540149335)
45077,2024,36,30,-3.15236649,55.87724972,POINT (-350919.8324605791 7534018.2540149335)
45096,2018,36,73,-3.12058928,55.88383281,POINT (-347382.4096245482 7535324.725497815)
45097,2019,36,88,-3.12058928,55.88383281,POINT (-347382.4096245482 7535324.725497815)
45100,2022,36,82,-3.12058928,55.88383281,POINT (-347382.4096245482 7535324.725497815)
45101,2023,36,78,-3.12058928,55.88383281,POINT (-347382.4096245482 7535324.725497815)
45102,2024,36,75,-3.12058928,55.88383281,POINT (-347382.4096245482 7535324.725497815)
45121,2018,29,181,-3.13869006,55.95599885,POINT (-349397.3792371093 7549661.253529568)
45122,2019,29,199,-3.13869006,55.95599885,POINT (-349397.3792371093 7549661.253529568)
45125,2022,29,166,-3.13869006,55.95599885,POINT (-349397.3792371093 7549661.253529568)
45126,2023,29,163,-3.13869006,55.95599885,POINT (-349397.3792371093 7549661.253529568)
45127,2024,29,165,-3.13869006,55.95599885,POINT (-349397.3792371093 7549661.253529568)
45146,2018,29,70,-3.2041934,55.89921715,POINT (-356689.1776911679 7538378.745800826)
45147,2019,29,76,-3.2041934,55.89921715,POINT (-356689.1776911679 7538378.745800826)
45150,2022,29,64,-3.2041934,55.89921715,POINT (-356689.1776911679 7538378.745800826)
45151,2023,29,63,-3.2041934,55.89921715,POINT (-356689.1776911679 7538378.745800826)
45152,2024,29,64,-3.2041934,55.89921715,POINT (-356689.1776911679 7538378.745800826)
45171,2018,29,159,-3.18667759,55.95401879,POINT (-354739.3266411362 7549267.537819293)
45172,2019,29,174,-3.18667759,55.95401879,POINT (-354739.3266411362 7549267.537819293)
45175,2022,29,145,-3.18667759,55.95401879,POINT (-354739.3266411362 7549267.537819293)
45176,2023,29,143,-3.18667759,55.95401879,POINT (-354739.3266411362 7549267.537819293)
45177,2024,29,145,-3.18654291,55.95380444,POINT (-354724.3341321162 7549224.917610498)
45196,2018,29,419,-3.21874906,55.95532333,POINT (-358309.506350528 7549526.930671713)
45197,2019,29,460,-3.21874906,55.95532333,POINT (-358309.506350528 7549526.930671713)
45200,2022,29,384,-3.21874906,55.95532333,POINT (-358309.506350528 7549526.930671713)
45201,2023,29,378,-3.21874906,55.95532333,POINT (-358309.506350528 7549526.930671713)
45202,2024,29,383,-3.21874906,55.95532333,POINT (-358309.506350528 7549526.930671713)
45221,2018,36,114,-3.1993951,55.88884103,POINT (-356155.03337849455 7536318.798740475)
45222,2019,36,127,-3.1993951,55.88884103,POINT (-356155.03337849455 7536318.798740475)
45225,2022,36,121,-3.1993951,55.88884103,POINT (-356155.03337849455 7536318.798740475)
45226,2023,36,106,-3.1993951,55.88884103,POINT (-356155.03337849455 7536318.798740475)
45227,2024,36,107,-3.1993951,55.88884103,POINT (-356155.03337849455 7536318.798740475)
48260,2018,29,36,-3.32631178,55.91593314,POINT (-370283.3335692675 7541698.491674108)
48261,2019,29,43,-3.32631178,55.91593314,POINT (-370283.3335692675 7541698.491674108)
48264,2022,29,43,-3.32631178,55.91593314,POINT (-370283.3335692675 7541698.491674108)
48265,2023,29,38,-3.32631178,55.91593314,POINT (-370283.3335692675 7541698.491674108)
48266,2024,29,40,-3.32631178,55.91593314,POINT (-370283.3335692675 7541698.491674108)
48844,2018,36,20,-3.07217133,55.86719167,POINT (-341992.5480852941 7532022.574201701)
48845,2019,36,22,-3.07217133,55.86719167,POINT (-341992.5480852941 7532022.574201701)
49888,2018,29,157,-3.28574929,55.92310249,POINT (-365767.9378371602 7543122.741858369)
49889,2019,29,172,-3.28574929,55.92310249,POINT (-365767.9378371602 7543122.741858369)
49892,2022,29,39,-3.28574929,55.92310249,POINT (-365767.9378371602 7543122.741858369)
49893,2023,29,39,-3.28574929,55.92310249,POINT (-365767.9378371602 7543122.741858369)
49894,2024,29,49,-3.28574929,55.92310249,POINT (-365767.9378371602 7543122.741858369)
51106,2018,36,22,-3.10129974,55.89703574,POINT (-345235.1078541117 7537945.629793287)
51107,2019,36,27,-3.10129974,55.89703574,POINT (-345235.1078541117 7537945.629793287)
51110,2022,36,25,-3.10129974,55.89703574,POINT (-345235.1078541117 7537945.629793287)
51111,2023,36,24,-3.10129974,55.89703574,POINT (-345235.1078541117 7537945.629793287)
51112,2024,36,23,-3.10129974,55.89703574,POINT (-345235.1078541117 7537945.629793287)
52101,2018,29,0,-3.30671533,55.92126435,POINT (-368101.86673391156 7542757.55515854)
52102,2019,29,0,-3.30671533,55.92126435,POINT (-368101.86673391156 7542757.55515854)
52105,2022,29,0,-3.30671533,55.92126435,POINT (-368101.86673391156 7542757.55515854)
52106,2023,29,0,-3.30671533,55.92126435,POINT (-368101.86673391156 7542757.55515854)
52107,2024,29,0,-3.30671533,55.92126435,POINT (-368101.86673391156 7542757.55515854)
52526,2018,29,0,-3.29215721,55.91369054,POINT (-366481.2642286042 7541253.034868199)
52527,2019,29,0,-3.29215721,55.91369054,POINT (-366481.2642286042 7541253.034868199)
52530,2022,29,1,-3.29215721,55.91369054,POINT (-366481.2642286042 7541253.034868199)
52531,2023,29,0,-3.29215721,55.91369054,POINT (-366481.2642286042 7541253.034868199)
52532,2024,29,0,-3.29215721,55.91369054,POINT (-366481.2642286042 7541253.034868199)
52551,2018,29,0,-3.10663941,55.89923421,POINT (-345829.5171995159 7538382.133136751)
52552,2019,29,0,-3.10663941,55.89923421,POINT (-345829.5171995159 7538382.133136751)
52555,2022,29,0,-3.10663941,55.89923421,POINT (-345829.5171995159 7538382.133136751)
52556,2023,29,0,-3.10663941,55.89923421,POINT (-345829.5171995159 7538382.133136751)
52557,2024,29,0,-3.10663941,55.89923421,POINT (-345829.5171995159 7538382.133136751)
52576,2018,34,0,-3.062176,55.92244895,POINT (-340879.8730393833 7542992.89986433)
52577,2019,34,0,-3.062176,55.92244895,POINT (-340879.8730393833 7542992.89986433)
52580,2022,34,0,-3.062176,55.92244895,POINT (-340879.8730393833 7542992.89986433)
52581,2023,34,1,-3.062176,55.92244895,POINT (-340879.8730393833 7542992.89986433)
52582,2024,34,1,-3.062176,55.92244895,POINT (-340879.8730393833 7542992.89986433)
53321,2018,36,0,-3.06460983,55.91550018,POINT (-341150.8057556607 7541612.489052242)
53322,2019,36,0,-3.06460983,55.91550018,POINT (-341150.8057556607 7541612.489052242)
53325,2022,36,0,-3.06460983,55.91550018,POINT (-341150.8057556607 7541612.489052242)
53326,2023,36,1,-3.06460983,55.91550018,POINT (-341150.8057556607 7541612.489052242)
53327,2024,36,1,-3.06460983,55.91550018,POINT (-341150.8057556607 7541612.489052242)
55396,2018,29,0,-3.32052527,55.93396615,POINT (-369639.18222259724 7545281.399170817)
55397,2019,29,0,-3.32052527,55.93396615,POINT (-369639.18222259724 7545281.399170817)
55400,2022,29,0,-3.32052527,55.93396615,POINT (-369639.18222259724 7545281.399170817)
55401,2023,29,0,-3.32052527,55.93396615,POINT (-369639.18222259724 7545281.399170817)
55402,2024,29,0,-3.32052527,55.93396615,POINT (-369639.18222259724 7545281.399170817)
55403,2018,36,12,-3.06970566,55.89372026,POINT (-341718.07095642976 7537287.392351983)
55404,2019,36,13,-3.06970566,55.89372026,POINT (-341718.07095642976 7537287.392351983)
55407,2022,36,47,-3.06970566,55.89372026,POINT (-341718.07095642976 7537287.392351983)
55408,2023,36,46,-3.06970566,55.89372026,POINT (-341718.07095642976 7537287.392351983)
55409,2024,36,47,-3.06970566,55.89372026,POINT (-341718.07095642976 7537287.392351983)
55417,2018,36,46,-3.07296495,55.89593825,POINT (-342080.89345957735 7537727.73384506)
55418,2019,36,51,-3.07296495,55.89593825,POINT (-342080.89345957735 7537727.73384506)
55421,2022,36,42,-3.07296495,55.89593825,POINT (-342080.89345957735 7537727.73384506)
55422,2023,36,42,-3.07296495,55.89593825,POINT (-342080.89345957735 7537727.73384506)
55423,2024,36,42,-3.07296495,55.89593825,POINT (-342080.89345957735 7537727.73384506)
55424,2018,36,9,-3.05683059,55.89068656,POINT (-340284.824720102 7536685.147261485)
55425,2019,36,10,-3.05683059,55.89068656,POINT (-340284.824720102 7536685.147261485)
55428,2022,36,9,-3.05683059,55.89068656,POINT (-340284.824720102 7536685.147261485)
55429,2023,36,8,-3.05683059,55.89068656,POINT (-340284.824720102 7536685.147261485)
55430,2024,36,8,-3.05683059,55.89068656,POINT (-340284.824720102 7536685.147261485)
55431,2018,36,24,-3.08902716,55.8984928,POINT (-343868.930497792 7538234.924386419)
55432,2019,36,29,-3.08902716,55.8984928,POINT (-343868.930497792 7538234.924386419)
55435,2022,36,27,-3.08902716,55.8984928,POINT (-343868.930497792 7538234.924386419)
55436,2023,36,26,-3.08902716,55.8984928,POINT (-343868.930497792 7538234.924386419)
55437,2024,36,25,-3.08902716,55.8984928,POINT (-343868.930497792 7538234.924386419)
55438,2018,36,23,-3.08098579,55.89685646,POINT (-342973.76928411174 7537910.03507455)
55439,2019,36,28,-3.08098579,55.89685646,POINT (-342973.76928411174 7537910.03507455)
55442,2022,36,26,-3.08098579,55.89685646,POINT (-342973.76928411174 7537910.03507455)
55443,2023,36,25,-3.08098579,55.89685646,POINT (-342973.76928411174 7537910.03507455)
55444,2024,36,24,-3.08098579,55.89685646,POINT (-342973.76928411174 7537910.03507455)
55477,2018,34,0,-3.05152818,55.91158714,POINT (-339694.5631389249 7540835.251342865)
55478,2019,34,0,-3.05152818,55.91158714,POINT (-339694.5631389249 7540835.251342865)
55481,2018,36,0,-3.06084925,55.91313354,POINT (-340732.1799049733 7541142.399675599)
55482,2019,36,0,-3.06084925,55.91313354,POINT (-340732.1799049733 7541142.399675599)
55485,2022,36,0,-3.05729702,55.91252613,POINT (-340336.7474701927 7541021.753511729)
55486,2023,36,0,-3.05729702,55.91252613,POINT (-340336.7474701927 7541021.753511729)
55487,2024,36,0,-3.05729702,55.91252613,POINT (-340336.7474701927 7541021.753511729)
55993,2019,29,0,-3.21857142,55.89871622,POINT (-358289.7315561834 7538279.284672122)
55996,2022,29,0,-3.21857142,55.89871622,POINT (-358289.7315561834 7538279.284672122)
55997,2023,29,0,-3.21857142,55.89871622,POINT (-358289.7315561834 7538279.284672122)
55998,2024,29,0,-3.21857142,55.89871622,POINT (-358289.7315561834 7538279.284672122)
56218,2022,29,120,-3.31461889,55.96280055,POINT (-368981.6870085657 7551013.858975698)
56219,2023,29,118,-3.31461889,55.96280055,POINT (-368981.6870085657 7551013.858975698)
56220,2024,29,119,-3.31461889,55.96280055,POINT (-368981.6870085657 7551013.858975698)
56223,2022,29,0,-3.32895101,55.97152476,POINT (-370577.13130895374 7552749.128291712)
56224,2023,29,0,-3.32895101,55.97152476,POINT (-370577.13130895374 7552749.128291712)
56225,2024,29,0,-3.32895101,55.97152476,POINT (-370577.13130895374 7552749.128291712)
56228,2022,34,0,-3.06041338,55.92646264,POINT (-340683.65907852125 7543790.353891298)
56229,2023,34,0,-3.06041338,55.92646264,POINT (-340683.65907852125 7543790.353891298)
56230,2024,34,0,-3.06041338,55.92646264,POINT (-340683.65907852125 7543790.353891298)
56558,2022,29,502,-3.1792438,55.96235637,POINT (-353911.8009236721 7550925.52082026)
56577,2022,34,0,-3.05131904,55.91154399,POINT (-339671.28178062034 7540826.680999552)
56578,2023,34,0,-3.05131904,55.91154399,POINT (-339671.28178062034 7540826.680999552)
56579,2024,34,0,-3.05131904,55.91154399,POINT (-339671.28178062034 7540826.680999552)
56580,2022,36,2,-3.04497475,55.91001657,POINT (-338965.0386483755 7540523.314865609)
56581,2023,36,0,-3.04604122,55.91041186,POINT (-339083.7575457218 7540601.823624511)
56582,2024,36,0,-3.04604122,55.91041186,POINT (-339083.7575457218 7540601.823624511)
56586,2022,36,55,-3.04809344,55.90583881,POINT (-339312.2096311176 7539693.616633407)
56587,2023,36,52,-3.04809344,55.90583881,POINT (-339312.2096311176 7539693.616633407)
56588,2024,36,28,-3.04809344,55.90583881,POINT (-339312.2096311176 7539693.616633407)
56589,2022,36,55,-3.04640352,55.90960908,POINT (-339124.0885972362 7540442.383895891)
56590,2023,36,52,-3.04640352,55.90960908,POINT (-339124.0885972362 7540442.383895891)
56591,2024,36,15,-3.04640764,55.9097618,POINT (-339124.54723353824 7540472.715283393)
56595,2022,36,0,-3.04503614,55.90873114,POINT (-338971.87255191535 7540268.020456452)
56596,2023,36,0,-3.04503614,55.90873114,POINT (-338971.87255191535 7540268.020456452)
56597,2024,36,0,-3.04503614,55.90873114,POINT (-338971.87255191535 7540268.020456452)
56601,2022,34,55,-3.04586889,55.91114114,POINT (-339064.5738578734 7540746.668416754)
56602,2023,34,52,-3.04586889,55.91114114,POINT (-339064.5738578734 7540746.668416754)
56603,2024,34,50,-3.04586889,55.91114114,POINT (-339064.5738578734 7540746.668416754)
56631,2023,29,493,-3.1792438,55.96235637,POINT (-353911.8009236721 7550925.52082026)
56632,2024,29,1336,-3.18048348,55.9615089,POINT (-354049.8014700187 7550756.979491695)
56746,2018,29,82,-3.29452242,55.94767559,POINT (-366744.5582014233 7548006.389643603)
56747,2019,29,100,-3.29452242,55.94767559,POINT (-366744.5582014233 7548006.389643603)
56829,2018,29,19,-3.22516627,55.91716113,POINT (-359023.86690004147 7541942.423265875)
56830,2019,29,22,-3.22516627,55.91716113,POINT (-359023.86690004147 7541942.423265875)
56887,2018,29,51,-3.17188813,55.92941433,POINT (-353092.97148482874 7544376.858732652)
56888,2019,29,59,-3.17188813,55.92941433,POINT (-353092.97148482874 7544376.858732652)
56891,2022,29,53,-3.17188813,55.92941433,POINT (-353092.97148482874 7544376.858732652)
56892,2023,29,44,-3.17188813,55.92941433,POINT (-353092.97148482874 7544376.858732652)
56893,2024,29,51,-3.17188813,55.92941433,POINT (-353092.97148482874 7544376.858732652)
56919,2018,29,20,-3.19930471,55.97186688,POINT (-356144.97120972176 7552817.184871709)
56920,2019,29,23,-3.19930471,55.97186688,POINT (-356144.97120972176 7552817.184871709)
56923,2022,29,29,-3.19930471,55.97186688,POINT (-356144.97120972176 7552817.184871709)
56924,2023,29,25,-3.19930471,55.97186688,POINT (-356144.97120972176 7552817.184871709)
56925,2024,29,36,-3.19930471,55.97186688,POINT (-356144.97120972176 7552817.184871709)
56944,2018,29,88,-3.2656409,55.96355666,POINT (-363529.48210168764 7551164.235846588)
56945,2019,29,102,-3.2656409,55.96355666,POINT (-363529.48210168764 7551164.235846588)
56948,2022,29,65,-3.2656409,55.96355666,POINT (-363529.48210168764 7551164.235846588)
56949,2023,29,59,-3.2656409,55.96355666,POINT (-363529.48210168764 7551164.235846588)
56950,2024,29,79,-3.2656409,55.96355666,POINT (-363529.48210168764 7551164.235846588)
57149,2018,29,6,-3.28829579,55.93713829,POINT (-366051.4129204652 7545911.831599401)
57150,2019,29,7,-3.28829579,55.93713829,POINT (-366051.4129204652 7545911.831599401)
57153,2018,29,10,-3.15810133,55.92330893,POINT (-351558.23192916 7543163.756759709)
57154,2019,29,11,-3.15810133,55.92330893,POINT (-351558.23192916 7543163.756759709)
57157,2022,29,41,-3.15810133,55.92330893,POINT (-351558.23192916 7543163.756759709)
57158,2023,29,55,-3.15810133,55.92330893,POINT (-351558.23192916 7543163.756759709)
57159,2024,29,29,-3.15810133,55.92330893,POINT (-351558.23192916 7543163.756759709)
57280,2018,29,15,-3.2329133,55.91070391,POINT (-359886.26233480166 7540659.828345721)
57281,2019,29,17,-3.2329133,55.91070391,POINT (-359886.26233480166 7540659.828345721)
57284,2022,29,20,-3.2329133,55.91070391,POINT (-359886.26233480166 7540659.828345721)
57285,2023,29,30,-3.2329133,55.91070391,POINT (-359886.26233480166 7540659.828345721)
57286,2024,29,32,-3.2329133,55.91070391,POINT (-359886.26233480166 7540659.828345721)
57391,2018,29,39,-3.16716494,55.96392685,POINT (-352567.18837910885 7551237.861144375)
57392,2019,29,45,-3.16716494,55.96392685,POINT (-352567.18837910885 7551237.861144375)
57420,2018,29,294,-3.189699,55.92618865,POINT (-355075.6684638139 7543735.913969247)
57421,2019,29,340,-3.189699,55.92618865,POINT (-355075.6684638139 7543735.913969247)
58177,2019,29,25,-3.31756054,55.89567492,POINT (-369309.1499886577 7537675.453155683)
58445,2019,29,65,-3.31815685,55.9377564,POINT (-369375.5309142126 7546034.681048597)
